fecha,titulo,cuerpo,fuente
2026-08-01 16:41:00+00:00,$AAPL stock fell 8% this week. Here's what we see in our data. - Quiver Quantitative,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxOem1Tc21NSmFQd3VPQWpselJZd19nTDlmZkFVV3BMMU54Tm9KdWxZblVxUElOTWg4bXZibU52T04zVVRUVGxPQ1R6YUo3b18xbDliOUw3ZjU3ZFdTWGhpMkl5d0hNaEdNb1ZnZGRzS1VLY1BKWVdKTTMzQ2lZOUpOUFdKSDVOd0NzTDJHUnRyM2V1TzBYLTdTZzVCekFZRTk0OGJ3?oc=5"" target=""_blank"">$AAPL stock fell 8% this week. Here's what we see in our data.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Quiver Quantitative</font>",Quiver Quantitative
2026-08-02 08:48:47+00:00,One Day In July LLC Raises Stock Position in Apple Inc. $AAPL - MarketBeat,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxObUpTcXpXckkxZGVBUGlCN3RaUnhFN2Nfd3pPckQwTkVKNzQ5eTJhbXJBUFRrSXJmRXFvVlQ2eWFGWFlveHE1UHRqZHoyUkRjNFdrY1pnYVRWNnJyWXBXbWFaSWJJV2hidjN1THJTWW93OG9mQml6Qll2d2g3T05nZzl5QkpIQ1pIYVVfeTJjOUhDVFpRSl9PY1NNZ1lULXYtdFM0ZG9tU2ZwR0dKc1V2QU1tR3EzeHBjVmQxNw?oc=5"" target=""_blank"">One Day In July LLC Raises Stock Position in Apple Inc. $AAPL</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarketBeat</font>",MarketBeat
2026-07-30 20:56:28+00:00,"After-Hours Stock Movers: AAPL, AMZN, COIN, RBLX, RDDT, AXTI, FND, WU, GDDY - Investing.com","<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxQSzFyMWNZbDJTNlZld3lMOGR5MTdzV2FodGt1OVdEbUdnSWtaOUk2WTY4VDZXTXZ1WE5RUEYwbFJtZUF2XzF5cTFjbjJ5MjFtUTVLajZWZkhObWdsbm5uNDRNbTNkLUlSLVh4WGs0RWVud09XT0V4RElsRlhrRVdJNDQzdWFlM1ZYN2tURGp4azJlYWRqVUtlOE9HMndvc2VSQ1dDZnBrUFNNRzVXdVVjN09YYWJqOU91aEJCYWpjeWVmYWJmY0Yw?oc=5"" target=""_blank"">After-Hours Stock Movers: AAPL, AMZN, COIN, RBLX, RDDT, AXTI, FND, WU, GDDY</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>",Investing.com
2026-07-31 10:35:24+00:00,AAPL Stock Heads For Worst Single-Day Fall In Over A Year — Wall Street Warns Apple’s AI Supply Chain Headwinds Are Far From Over - TradingView,"<a href=""https://news.google.com/rss/articles/CBMilgJBVV95cUxOLXBQVFJZQlllcTl4LXgwSDM3RnQ1TXpsS3BUMjFXUlYxUzV5TW85bDRydFdDWWV5WGI4blVCbGo1bHB0eGNnMkV4bGNqNmtHdFlBTm1mZWxSTkJoRGs0T1UybUR0NjlWa3AtbEIxVzNwLVhhSEM3MlZxRWVoNFR5MXpxb0x6NHBKZWV3ZDFqT25SVkhrWUtzMlV6UUxuMjJSc21nVlNnMGlQWmJjcE40QXFFUEM3WHM4RFVpVkw5Wl9XLVRpdkljakpRRTJDOWZNRnA3Qnp2OV9oNmtSVTg1Qmp6dGVkWmFCcWNsd2o3cDdTczRPZGZ4MzcwSktJUHIzTndaMFBvRVpOQ3R3SHFCeG4zMWo0QQ?oc=5"" target=""_blank"">AAPL Stock Heads For Worst Single-Day Fall In Over A Year — Wall Street Warns Apple’s AI Supply Chain Headwinds Are Far From Over</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",TradingView
2026-07-30 16:17:11+00:00,Cramer sees a 'sure signal to buy' stocks. Plus what we want from Amazon's results - CNBC,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxNNGdIelZCdm1fMjl4eFZKSDVSeU1lLXhwVGtveWhCUnpLQjBtZjN1OW1ZRm5UUDV2bFJvck5ubS03SUh3Z1NQRGdKUVgxTUZ4NG1yY3FfX3FTRU54LTk5ajVyQVFMQ0VXR1M5VGJNdnUxcnExekNRMWdFeHp0amZnVjFRMHFmb1hfZXI0elFmWm5wbWF3ckx4VUJQM3U?oc=5"" target=""_blank"">Cramer sees a 'sure signal to buy' stocks. Plus what we want from Amazon's results</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",CNBC
2026-07-31 17:46:53+00:00,"AAPL Stock Slides Nearly 10% — Apple’s Earnings Divide Wall Street, But Retail Sees A Buying Opportunity - TradingView","<a href=""https://news.google.com/rss/articles/CBMi8gFBVV95cUxPNWRMdHVXUlZ6TXoyQVdiem9DWndrR2JoUmIxUEhDYThwYzI1Wk04MHlDeWNvTHVTVG02a1p5UU1KZVhJcl9XSjFwRjVxc1Qwajltakk5UlFOVUp4VDBCX1BfeU5kbTU0MHphYjRISFJTdUxhbE52NE05WlJLdUktcE5jN01oWVFHZmpUNUFPNWRCdG8yeGh6MTlPM1lBYzlJdVVoQWtxQWNZb3JyblhqTDliSlktQmUxZWJ2YTNmWjA3M28ycmVkMDZRUzBIUEEyNll0ckE0czBSQ2VPM01XWGVxenFUS0M1R1o1bVJXaWcydw?oc=5"" target=""_blank"">AAPL Stock Slides Nearly 10% — Apple’s Earnings Divide Wall Street, But Retail Sees A Buying Opportunity</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",TradingView
2026-07-28 08:14:18+00:00,Apple (AAPL) Stock Gets Fair Value Bump As Apple Intelligence Views Split Analysts - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxOTHJvQnpYRHBSU0xnTjlWVjh3eVdjeDBVMmFPY2J5NXEwTGJxem5yYm5ZOEZibTB3aWtpWmVqVDRNbF9lX0FraGtyTjJ3ZUZXU3NRQmdnVl8zNjVpM3pJdWZBaXFMRkV5UnpmMXBJdE9mUnVLRTJVUDJqZGVlNExrRWZFT0pwNHJjVEh6aVRQN29uNkFQcFE?oc=5"" target=""_blank"">Apple (AAPL) Stock Gets Fair Value Bump As Apple Intelligence Views Split Analysts</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Yahoo Finance
2026-07-31 08:13:58+00:00,"Alphabet, Amazon and Microsoft added nearly $1.5 trillion in combined value this week - CNBC","<a href=""https://news.google.com/rss/articles/CBMie0FVX3lxTE83UDhFcjNxOUdxa1dydWU2NmFjN0JFUk16ZUtJTk03dmVpakpLbmRybTNRdUVGYzM5cE9LNmVBMHVNLVR1bGVRZ2tyMGFScjJkeDFYNnRVdi1aXzhoMEQ3bElxVXYxVTFhMUptaHB3WWtuUzFNcWw3LTEzZ9IBgAFBVV95cUxOR3lVcFE4bmxqZ2JJSXp1M3VGYjFaX0x4YzVvTmtwaTZIaS1nZ25PV2FZOHc4WDJCWE9Td2N1amNrSzFLZ1lkUGl1Q2lKa1h5YzZpRlhqX3hJU2xNQ0t4bTJZMjlOVjdNalRfVU8tSXFDRi1TREg5b2piNGZiZGY3bg?oc=5"" target=""_blank"">Alphabet, Amazon and Microsoft added nearly $1.5 trillion in combined value this week</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",CNBC
2026-07-31 16:11:57+00:00,Why Apple (AAPL) Shares Are Trading Lower Today - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxPcG5SWlI2LTBSWkhlUXN0QW1kQV9URDlwbWVTTUotdmNnOGhDSVZaeU5RcTZZQ2lxa1JhNE50WV8tMDl6M0VsaklycktNZGYyRHFyVHotREZQS3NsRDdCZWJCY1pHVmxDaVBKWnBSdnVLT1RvRTgzeFN2MWgzRTlqcy1SN0h6ME51R0RoT3l2UXVEWjh2dVVtczZB?oc=5"" target=""_blank"">Why Apple (AAPL) Shares Are Trading Lower Today</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Yahoo Finance
2026-07-29 19:08:38+00:00,"Apple (AAPL) Stock Looks Above Fair Value On Cash Flow, Near Fair Value On Earnings - Yahoo Finance","<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxNNlhLRGVkckYyQzZMMElKb05ydDZDSTY4VGV5dDNYNEtHUWpGM3NZQ0xNNnNDV3RXTU1Ra010VzJuX1JHTUllYjh4azg2WWtROFlpR2Y2UUhtbUZ4dWZpZlNDVzhQcU9mNVdEbnVMTGR6dnBWUnJFdmVfcDltVWZ0ZkpFSHRIdElJeDlRNDRZQl9VXzFwNGc1dg?oc=5"" target=""_blank"">Apple (AAPL) Stock Looks Above Fair Value On Cash Flow, Near Fair Value On Earnings</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Yahoo Finance
2026-07-31 02:13:00+00:00,AAPL Stock Slides 6% On Forecast Miss: Retail Mood Turns Dim But Traders Urge A Closer Look - TradingView,"<a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxPbUhWenJTMHlmQWI4VEtjbVF3Ql9QTkJHOVdFdldXU09abUhmcEdWNmhKMXRZZk5ReFkyXzVGcWtxWTlacnpoSWZFdFNiSFJ0aTVmLVQ1dEVxaGdwbklYV2p5UzlFRVFfNlNORjRSejBicE9GcjNuREU3MHRYZWR1TGh3Q2Ewb1dRaDZxMjB2MkwtX19TTXY4WVl6OFpCbW9LTjg2WXEtSm1vTnNTSnpoNUgyd2NMR1p1cXk5d1ZqTEY1eE5zXzd6SlFBclQwZk5PZnFUcWZ2bmtBaFFHMUI4Ny1Wcw?oc=5"" target=""_blank"">AAPL Stock Slides 6% On Forecast Miss: Retail Mood Turns Dim But Traders Urge A Closer Look</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",TradingView
2026-08-01 02:19:30+00:00,Apple (AAPL) Stock Price Drops As Margin Debate Intensifies - simplywall.st,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxPenktTGc3eWR2am9Kek11SEhDMzgtRHViNnhlbWhZd04yakVvU1hLS2w2SzR6NS1ScTVtUVlJRWs5bllCTHlyaHE1Yzd4TU1sTC1kcHU5NFRya1VCU1c1TWZfVmsxVXJiYjZURlFIa3VQMkEtQmkxZDlIdXhld1pmaG9hbEprbWduSkVSbWc1c09jYS12RjhiN0FRbDFYRFhhRVQ1blZFeTRISC1ocnNGSm93cm1kblBC0gG-AUFVX3lxTE1tWWdxOTQ2SUg0YVg3WkNIV0Z1dDY1dnlpamQ5bW0wUDNXcnlWSmJTMnM5QzVLZUkwb3RfR3FiRjIzTU4yXzNPVGxmdTVscFA3QkF1cDc5djJOSmJHNEdsUmZKLTNmdXRpQ3Z5NUVVVkVYbHNkWkluWnZlRXlRUy02WV9hSTFDNGRBbEExelVFam9JVGJwYWNzREdielBuUWRNb2xWTFNsbzFTUWtHeTBkOFdPZHNwYXpjVnNYX3c?oc=5"" target=""_blank"">Apple (AAPL) Stock Price Drops As Margin Debate Intensifies</a>&nbsp;&nbsp;<font color=""#6f6f6f"">simplywall.st</font>",simplywall.st
2026-07-28 19:19:28+00:00,AAPL Stock Alert: What to Know as Apple Partners With Klarna to Lease iPhones - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxQS2p4azVabmhSaWhPUXRnSWM3aENsenY5b3NLMTJFYTZUVmxQSTBxcVByUFdPMmdVc1F4VDFYVzE5ZzZRcERnUERZS0pGa2ZxdWtwdGZaci15Y1FsQ1lPMERlZnV4bGwtMjJvZ0tzZElYdVpqN1RyZS1rN3FkT3hzcWpwc0xhNjdyT1dORzdUVnhwTFVCR01N?oc=5"" target=""_blank"">AAPL Stock Alert: What to Know as Apple Partners With Klarna to Lease iPhones</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Yahoo Finance
2026-08-01 15:58:14+00:00,"Apple Stock Forecast: Apple Posted $111.2B Revenue, So Why Did AAPL Fall After WWDC? - TradingKey","<a href=""https://news.google.com/rss/articles/CBMi6gFBVV95cUxOMXV4XzlFSkVPUTRmVEdHSWd2UW0zQlVWMTc1a3JPRHU0eFZqMkxjcTBZS3NtekYwcUxYb0hjTG5PWDZRVjNnWVUzY2pqSVlEMEtCUTBBMmtBU18wUGQ3UnMtTkFsMDBPYy1ueUxmZFhMdWRyenJiV21XUS1XS09zaWI3cktiXzl1N3RPbFJNdElfeTZPQ0s5WUhIUmtUX3VJYVNBV1ZiRXhoc2YwbjRrdXRyeS1wMUFDU1FPM1FiaHF3SGw2MWt0NE9YM21zM0pJWV9rTjJ3aUtNMENwMTBqZnJnQ243eUk0R3c?oc=5"" target=""_blank"">Apple Stock Forecast: Apple Posted $111.2B Revenue, So Why Did AAPL Fall After WWDC?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingKey</font>",TradingKey
2026-07-30 15:06:31+00:00,Apple stock is at a record — how to cushion gains ahead of earnings: AlphaSpace Options Playbook - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxPSExmYzF0TDV2Z2FLUkZJb1hSby1wWHFNdkx6XzMyWURyWW9Bc1ozMXVhTFliMFV4N2RsemxTYjN4c29lTWFySmotSGFVaGhjaUJ5a1RBM2txaGctQUd6QldzRkl0M3FVT2s4UkQ2dHYtUDJuV1JjdGI0NVdxRE5yUDV2VlJzdlYyZFp6ZExjOEJYTHpxOFJrcmExTVZiODFCTGgyZTBuSUZHWWw1RTVWa3k4MTNGaFpqUVhSSHo3a1lpbWU3MHBKazE4cVZsTWxWckt1UjVLRjJjakp4SWI4bGllVDZDUQ?oc=5"" target=""_blank"">Apple stock is at a record — how to cushion gains ahead of earnings: AlphaSpace Options Playbook</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Yahoo Finance
2026-07-30 14:57:33+00:00,Why Is Apple (AAPL) Stock Down Today? Shares Slip to $332 as 1.5% GDP Miss Meets Q3 Earnings Jitters - FXLeaders,"<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxOZFg0RnZ3UGlMVE1SX1Z1SVIwVXN0NzN3Z0E3VVRpWFhhYnAwQ3ZOZkJIZURSNDRpV1lLNzdMQlVidjkzOENBal9RMERSZTZZdEU2X1VDWUw4T2lNZUs3UHc2VzUzaVdHVDJacnpUSTZ4bXMxNHJobnd5dEJIc3FqOE5FcUw2eGp3RjNYUkNBQ1NrSWxHU3NLdUFTWW5yaWlRSGdyZEtwTzRaT3k1ZVFEUTRUOEQxUFRrQUhWaEJ6ZHVreGJMZ2k0NHBEMnR6U01yRFFxMXUwX1lhd1E?oc=5"" target=""_blank"">Why Is Apple (AAPL) Stock Down Today? Shares Slip to $332 as 1.5% GDP Miss Meets Q3 Earnings Jitters</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FXLeaders</font>",FXLeaders
2026-07-31 17:46:00+00:00,"AAPL Stock Slides Nearly 10% — Apple’s Earnings Divide Wall Street, But Retail Sees A Buying Opportunity - Stocktwits","<a href=""https://news.google.com/rss/articles/CBMi8wFBVV95cUxNa1VpQUtobElmVUZBaENva0FaZEVhRjlRQXNwR1M4bmF6U1E5UWVRTDhHVkNseFdXTTdRQnZnU180QXZtaElCYkc5RnVMMy1RRW1jQm1vZmVOc2hibFZ0N21tczBUWkFCeEtzaVEtQmRTdzQzWXFRbERreWoyQ3FDaVMtdk91SGRoblJLR2FjZTJ2OXFSaGtxX3FrRHV5cFJBZW9VaGNQOFBrbmt3VWFPRFMwa0FoY2ROYVREcVlDQUpmOG1YSmdOaFEwRm83YlczTXlhZWZhelZaN3FGcEdRdjNKY3BIRWQ1ZWd3ejVYV3hleGc?oc=5"" target=""_blank"">AAPL Stock Slides Nearly 10% — Apple’s Earnings Divide Wall Street, But Retail Sees A Buying Opportunity</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Stocktwits</font>",Stocktwits
2026-08-01 15:30:58+00:00,"Apple: Heads You Win, Tails You Don't Lose - Seeking Alpha","<a href=""https://news.google.com/rss/articles/CBMihwFBVV95cUxNTUhSNlZFaXZrRGdjb2I0Y1B4NUI0dVNLeTNBWEk2Xy1MdWdLZlA1ZnV0OU53OVRqME9TY2pyVTdHWDF5dzV3bDVzQjlxU2hrVkItUmRGRDBvSm9EcnpmS2hRa3JibmZERkdrUFVBUjk3Q2VidFVYQVVodG56ZVlNT3F5Zmh2SU0?oc=5"" target=""_blank"">Apple: Heads You Win, Tails You Don't Lose</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Seeking Alpha</font>",Seeking Alpha
2026-07-28 15:38:47+00:00,How Much Of Your Portfolio Is Really Apple (AAPL)? - Trefis,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxQS212YWJXWnljTnlDcDNZeHFHY0hNYVcwNFBIWC0zb1VkcGthSTQzeDhKX01QcmhQTmRBT1hyeVNKTVNXQWQ5ZV8yMV9PYjQ5bXlSa2tWWk0yWVh1NG1DX0dzWXFxMUZrTzlXTG05SHZ6cm0zOFV2QTBodE1SVF9iMDloZkJyTnRNLUtIRy1xZVVrR0NWVG1tbHo2LS1DZDF4VFVqMlAwWHhWbzdu?oc=5"" target=""_blank"">How Much Of Your Portfolio Is Really Apple (AAPL)?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Trefis</font>",Trefis
2026-07-31 14:08:00+00:00,Apple Stock (AAPL) Opinions on Q3 Earnings Report - Quiver Quantitative,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxNd0MweW5Wa29MUkhZZnR0ZUhvbWtKSU1MT3FaMGhBWk5vSElzQWh0aURBb3BaZWdMOGNtQnJsYW9wVThJTXZkR1lmSHlSNHRIWTU4MFh6aDFyTk1ZRXlIR3AyamppV0d2VnU0NFhrUHhuM0xxZmp0QXloR3NTNUlqanItaDJSZHFWU1ExOURkNA?oc=5"" target=""_blank"">Apple Stock (AAPL) Opinions on Q3 Earnings Report</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Quiver Quantitative</font>",Quiver Quantitative
2026-07-15 07:00:00+00:00,Why Apple (AAPL) Stock Is Up Today - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxPS1lzc0l2bzN0eW1JSVhFbFEycnEzODFWQ21rYkNTQzB0bU1rZFUyaTNmbm4zQjQ0OEZwQUpRZUxPZjBSTTAxMmdzd0lkNGVVNTdjdmRVODN2bm5YM3IteVFNQ25tVkFvMXdMVjVrb0d4YnJUVXY2U3BjTXZSdlpJWXZuMDhqSFdjZ090R2dJcUFIb1F3MEE?oc=5"" target=""_blank"">Why Apple (AAPL) Stock Is Up Today</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",Yahoo Finance
